nama_daerah,Latitude,Longitude
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN CIANJUR,-73.579.773,1.071.957.203,,,,,,,,,,,,
KABUPATEN BANDUNG,-71.340.702,1.076.215.321
KABUPATEN BANDUNG,-71.340.702,1.076.215.321,,,,,,,,,,,,
KABUPATEN BANDUNG,-71.340.702,1.076.215.321,,,,,,,,,,,,
KABUPATEN BANDUNG,-71.340.702,1.076.215.321,,,,,,,,,,,,
KABUPATEN BANDUNG,-71.340.702,1.076.215.321,,,,,,,,,,,,
